p_back_over_p0,mach_exit,shock_x,thrust_coefficient
#units,-,-,m; -1 = none,-
0.9,0.3248146004622963,0.65625,0.24241569550693454
0.8,0.36804031471477205,0.765625,0.277168737814059
0.7,0.4204289161570781,0.8515625,0.31635927692953575
0.6,0.4925332562898495,0.9296875,0.36527932925832496
0.3,2.123209151901135,-1,0.8570199495051575
0.1,2.123209174998188,-1,1.2539071859972775
