d_temp,rho_scale,bias_departure,onset,exit,dwell,ne_max,q_max,drift_mean,drift_sd,terminal_mean,terminal_max
#units,K,-,-,s,s,s,m^-3,W/m2,m,m,m,m
0,1,1,11.9,70,58.20000000000056,473379665202666500000,4775192.027060186,45.932666196851116,2.349692481271035,0.1488295213955826,0.2043396160125925
20,0.9,1.2,12.200000000000001,70.2,58.100000000000556,472049383707791800000,4773206.511247898,53.15854227862641,2.3814778284307145,0.15176544327425298,0.22370403301192016
-25,1.1,1.25,11.100000000000001,69.9,58.90000000000057,473437102882757350000,4869937.750297608,57.72292970548836,2.0500755078917665,0.15348779081908817,0.22081377756485446
-40,1.2,1.4,9.9,69.8,60.00000000000058,476506008695050530000,4956414.221541537,68.7452404036372,5.186003757050661,0.15562275979314544,0.23454556145332014
-5,0.75,1.05,12.9,70.8,58.000000000000554,453872131991384750000,5214946.9872479625,45.72041113484568,1.9616731598034103,0.12703041415363225,0.2026848972456943
5,1.3,1.05,8.700000000000001,69.7,61.1000000000006,494724867286951600000,5035656.220701893,52.03442450940604,5.734918137982573,0.14693228315003326,0.21101502035640232
