"date_time_sampled","symbol","open_price","high_price","low","close_price","volume"
2021-09-13 08:00:00.000 +0800,btcusd,46039.0,48794.0,43736.0,47239.0,26694.415097179866
2021-09-06 08:00:00.000 +0800,btcusd,51779.0,52882.09899135,44360.0,46038.87431928,44048.37674077022
2021-08-30 08:00:00.000 +0800,btcusd,48801.0,51890.0,46616.0,51756.0,34325.70850835012
2021-08-23 08:00:00.000 +0800,btcusd,49267.0,50481.54111909,46417.0,48800.0,32934.32117537
2021-08-16 08:00:00.000 +0800,btcusd,47023.0,49721.0,44027.0,49258.96393205,37489.83782627012
2021-08-09 08:00:00.000 +0800,btcusd,43782.46903142,48100.0,42900.0,47022.0,42633.16998046976
2021-08-02 08:00:00.000 +0800,btcusd,39873.0,45228.0,37490.0,43758.0,43752.155344879735
2021-07-26 08:00:00.000 +0800,btcusd,35413.0,42510.35226916,35316.0,39867.0,56399.51487202001
2021-12-06 08:00:00.000 +0800,btcusd,49475.49285585,51927.92530489,46982.0,50112.0,38434.714266229785
2021-11-29 08:00:00.000 +0800,btcusd,57329.0,59155.0,44643.0,49414.45107614,59219.99281884989
2021-11-22 08:00:00.000 +0800,btcusd,58702.0,59411.0,53652.0,57223.0,46486.974589670055
2021-11-15 08:00:00.000 +0800,btcusd,65474.0,66288.0,55742.0,58691.0,47357.64261888995
2021-11-08 08:00:00.000 +0800,btcusd,63277.0,68925.0,62391.0,65432.0,39727.68056854995
2021-11-01 08:00:00.000 +0800,btcusd,61326.0,64234.0,59757.0,63259.13934979,26130.259566320066
2021-10-25 08:00:00.000 +0800,btcusd,60832.0,63666.0,58232.0,61323.0,32248.89577862008
2021-10-18 08:00:00.000 +0800,btcusd,61508.0,66891.0,59653.0,60847.0,52285.384980779956
2021-10-11 08:00:00.000 +0800,btcusd,54679.0,62782.0,54399.38947526,61500.89608333,42420.535616820074
2021-10-04 08:00:00.000 +0800,btcusd,48241.0,56331.0,47109.0,54691.0,42099.52478393997
2021-12-27 08:00:00.000 +0800,btcusd,50805.0,51971.0,45750.0,47302.0,24543.46487305999
2021-12-20 08:00:00.000 +0800,btcusd,46698.0,51814.0,45650.0,50797.0,25426.826809710026
2021-12-13 08:00:00.000 +0800,btcusd,50116.77552521,50212.0,45585.0,46699.0,39587.49559418
