date_time_sampled,"symbol","open_price","high_price","low","close_price","volume"
2021-01-01 08:00:00.000 +0800,btcusd,28939.0,29612.0,28771.0,29346.0,8332.173096530012
2021-01-02 08:00:00.000 +0800,btcusd,29349.83250154,33171.0,29057.0,32162.095,22012.924315260003
2021-01-03 08:00:00.000 +0800,btcusd,32185.0,34822.0,32084.0,32891.0,18908.90248876004
2021-01-04 08:00:00.000 +0800,btcusd,32990.0,33546.0,28795.0,31990.0,24687.17352109004
2021-01-05 08:00:00.000 +0800,btcusd,31991.0,34488.0,30180.0,33929.0,14483.024502489996
2021-01-06 08:00:00.000 +0800,btcusd,33978.0,36923.0,33508.0,36755.0,18619.39156055001
2021-01-07 08:00:00.000 +0800,btcusd,36791.0,40303.0,36420.53875495,39336.9406486,22112.805510570022
2021-01-08 08:00:00.000 +0800,btcusd,39387.0,41918.0,36792.0,40491.38083072,21785.71626803002
2021-01-09 08:00:00.000 +0800,btcusd,40500.0,41390.0,38795.904,40160.0,8173.608368590001
2021-01-10 08:00:00.000 +0800,btcusd,40170.0,41382.0,35900.0,38200.0,19011.736856380005
2021-01-11 08:00:00.000 +0800,btcusd,38200.0,38272.0,30750.62735013,35406.0,48042.4442053701
2021-01-12 08:00:00.000 +0800,btcusd,35410.0,36621.0,32772.0,34074.0,22176.952116479955
2021-01-13 08:00:00.000 +0800,btcusd,34104.0,37751.0,32577.0,37330.10623871,14887.625582580002
2021-01-14 08:00:00.000 +0800,btcusd,37368.0,39999.0,36847.0,39105.0,12967.868840209981
2021-01-15 08:00:00.000 +0800,btcusd,39147.32923992,39688.0,34764.22677,36741.0,15551.344108229996
2021-01-16 08:00:00.000 +0800,btcusd,36741.0,37986.0,35535.0,36037.0,10842.655062490017
2021-01-17 08:00:00.000 +0800,btcusd,36037.0,36876.0,34033.0,35881.0,9847.251620680005
2021-01-18 08:00:00.000 +0800,btcusd,35901.0,37505.0,34932.0,36654.0,8414.954025979994
2021-01-19 08:00:00.000 +0800,btcusd,36685.0,37900.0,36000.0,35863.0,9648.581840830004
2021-01-20 08:00:00.000 +0800,btcusd,35888.0,36421.0,33497.59734549,35499.0,14141.721012549995
2021-01-21 08:00:00.000 +0800,btcusd,35510.0,35593.0,30311.10390495,30769.0,22357.479745630008
2021-01-22 08:00:00.000 +0800,btcusd,30890.60960271,33844.0,29063.0,33047.0,15720.126507509991
2021-01-23 08:00:00.000 +0800,btcusd,33027.0,33528.0,31498.0,32097.0,7065.127047730006
2021-01-24 08:00:00.000 +0800,btcusd,32099.0,33144.0,31138.0,32296.0,5887.711060239998
2021-01-25 08:00:00.000 +0800,btcusd,32327.0,34868.0,32058.0,32202.0,9230.448776499998
2021-01-26 08:00:00.000 +0800,btcusd,32252.0,32888.0,30968.0,32516.0,8540.41106666
2021-01-27 08:00:00.000 +0800,btcusd,32518.32570147,32594.0,29370.0,30383.0,14786.665986820013
2021-01-28 08:00:00.000 +0800,btcusd,30421.23654981,33778.0,30011.0,33313.0,9170.131278249994
2021-01-29 08:00:00.000 +0800,btcusd,33374.0,38699.0,32045.0,34243.0,28642.05232388
2021-01-30 08:00:00.000 +0800,btcusd,34284.0,34919.0,32938.0,34320.0,7290.528565970011
2021-01-31 08:00:00.000 +0800,btcusd,34333.0,34389.0,32287.59654255,33120.0,5823.931576169987
2021-02-01 08:00:00.000 +0800,btcusd,33117.79931925,34698.97279343,32408.0,33550.0,5300.536626910004
2021-02-02 08:00:00.000 +0800,btcusd,33569.0,36053.96796779,33525.0,35557.0,7006.156840919998
2021-02-03 08:00:00.000 +0800,btcusd,35576.0,37667.0,35525.0,37642.0,8806.863246890003
2021-02-04 08:00:00.000 +0800,btcusd,37667.0,38700.0,36358.0,36935.0,6419.654937919992
2021-02-05 08:00:00.000 +0800,btcusd,36945.0,38355.0,36697.0,38222.0,4479.823179689997
2021-02-06 08:00:00.000 +0800,btcusd,38260.8799317,40982.0,38292.0,39234.0,10181.01728877002
2021-02-07 08:00:00.000 +0800,btcusd,39237.0,39704.0,37452.0,38827.0,7627.57627436
2021-02-08 08:00:00.000 +0800,btcusd,38841.0,46482.0,38049.99291456,46376.0,24788.664023630034
2021-02-09 08:00:00.000 +0800,btcusd,46444.0,48269.0,45233.0,46486.0,15903.023966359964
2021-02-10 08:00:00.000 +0800,btcusd,46485.10574522,47351.0451347,43969.0,44835.0,10019.149619790009
2021-02-11 08:00:00.000 +0800,btcusd,44840.0,48567.0,44096.0,47947.0,10300.375218350002
2021-02-12 08:00:00.000 +0800,btcusd,48001.0,48921.0,46222.0,47361.0,10789.298784019991
2021-02-13 08:00:00.000 +0800,btcusd,47365.0,48177.0,46377.0,47129.0,5225.250627860005
2021-02-14 08:00:00.000 +0800,btcusd,47177.86105756,49656.0,47089.0,48572.02778823,7337.590672690002
2021-02-15 08:00:00.000 +0800,btcusd,48597.0,48946.0,45889.0,47894.67682794,9883.353107900017
2021-02-16 08:00:00.000 +0800,btcusd,47934.0,50373.0,47201.0,49166.0,13040.831592430017
2021-02-17 08:00:00.000 +0800,btcusd,49182.0,52573.0,49076.0,52041.0,9211.032153709984
2021-02-18 08:00:00.000 +0800,btcusd,52110.0,52522.0,51019.0,51565.0,5869.734169420012
2021-02-19 08:00:00.000 +0800,btcusd,51566.0,56249.0,50878.0,55815.0,11805.883605829997
2021-02-20 08:00:00.000 +0800,btcusd,55866.0,57474.0,54550.0,55777.0,11637.992175920022
2021-02-21 08:00:00.000 +0800,btcusd,55787.0,58317.0,55479.0,57376.0,6687.402949440002
2021-02-22 08:00:00.000 +0800,btcusd,57374.0,57431.0,49234.0,54026.0,27309.725393860048
2021-02-23 08:00:00.000 +0800,btcusd,54070.36217422,54029.0,45230.0,48866.0,32599.170212169975
