airspeed,reynolds,strouhal,shedding_frequency,margin
#units,m/s,-,-,Hz,-
0.75,100,0.18181818181818182,68.18181818181817,0.5454545454545455
0.9,120.00000000000001,0.18181818181818182,81.81818181818181,0.4545454545454546
1.05,140.00000000000003,0.19090909090909092,100.22727272727273,0.3318181818181818
1.2,159.99999999999997,0.19090909090909092,114.54545454545455,0.23636363636363636
